stn_code,sampling_date,state,location,agency,type,so2,no2,rspm,spm,location_monitoring_station,pm2_5,date
46738000,2008,Московская область,КОЛОМНА,NaN,Промышленные предприятия,0.4,1.5,1.26,2.1,NaN,NaN,2008
46746000,2008,Московская область,МЫТИЩИ,NaN,Промышленные предприятия,0.1,1.4,0.96,1.6,NaN,NaN,2008
46760000,2008,Московская область,ПОДОЛЬСК,NaN,Промышленные предприятия,0.2,0.7,0.24,0.4,NaN,NaN,2008
0,2008,Московская область,ПРИОКСКО-ТЕРРАСНЫЙ БИОСФЕРНЫЙ ЗАПОВЕДНИК,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2008
46770000,2008,Московская область,СЕРПУХОВ,NaN,Промышленные предприятия,0.1,0.6,0.24,0.4,NaN,NaN,2008
46788000,2008,Московская область,ЩЕЛКОВО,NaN,Промышленные предприятия,0.1,0.6,0.12,0.2,NaN,NaN,2008
46790000,2008,Московская область,ЭЛЕКТРОСТАЛЬ,NaN,Промышленные предприятия,0.7,1.6,1.86,3.1,NaN,NaN,2008
47519000,2008,Мурманская область,АПАТИТЫ,NaN,Промышленные предприятия,9.4,3.9,2.7,4.5,NaN,NaN,2008
47515000,2008,Мурманская область,ЗАПОЛЯРНЫЙ,NaN,Промышленные предприятия,44.6,1.1,2.7,4.5,NaN,NaN,2008
47608101,2008,Мурманская область,КАНДАЛАКША,NaN,Промышленные предприятия,6.2,1.5,0.96,1.6,NaN,NaN,2008
47522000,2008,Мурманская область,КИРОВСК,NaN,Промышленные предприятия,6.6,3.4,1.32,2.2,NaN,NaN,2008
47605101,2008,Мурманская область,КОЛА,NaN,Промышленные предприятия,2.2,1.4,0.36,0.6,NaN,NaN,2008
47524000,2008,Мурманская область,МОНЧЕГОРСК,NaN,Промышленные предприятия,36.3,1.42,3.66,6.1,NaN,NaN,2008
47701000,2008,Мурманская область,МУРМАНСК,NaN,Промышленные предприятия,27.1,10.4,0.06,0.1,NaN,NaN,2008
47515000,2008,Мурманская область,НИКЕЛЬ,NaN,Промышленные предприятия,62.7,1.1,2.7,4.5,NaN,NaN,2008
47526000,2008,Мурманская область,ОЛЕНЕГОРСК,NaN,Промышленные предприятия,4,1.9,4.98,8.3,NaN,NaN,2008
22703000,2008,Нижегородская область,АРЗАМАС,NaN,Промышленные предприятия,0.2,2.2,0.12,0.2,NaN,NaN,2008
22721000,2008,Нижегородская область,ДЗЕРЖИНСК,NaN,Промышленные предприятия,2.3,9.1,0.42,0.7,NaN,NaN,2008
22701000,2008,Нижегородская область,ЗЕЛЕНЫЙ ГОРОД,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2008
22537000,2008,Нижегородская область,КСТОВО,NaN,Промышленные предприятия,7.8,4.9,0.24,0.4,NaN,NaN,2008
22701000,2008,Нижегородская область,НИЖНИЙ НОВГОРОД,NaN,Промышленные предприятия,8.8,37.4,1.14,1.9,NaN,NaN,2008
49606101,2008,Новгородская область,БОРОВИЧИ,NaN,Промышленные предприятия,-1,2.3,1.08,1.8,NaN,NaN,2008
49701000,2008,Новгородская область,ВЕЛИКИЙ НОВГОРОД,NaN,Промышленные предприятия,-1,10.6,1.02,1.7,NaN,NaN,2008
49639101,2008,Новгородская область,СТАРАЯ РУССА,NaN,Промышленные предприятия,-1,1.2,0.06,0.1,NaN,NaN,2008
50708000,2008,Новосибирская область,БЕРДСК,NaN,Промышленные предприятия,0.7,0.5,1.44,2.4,NaN,NaN,2008
50712000,2008,Новосибирская область,ИСКИТИМ,NaN,Промышленные предприятия,0.3,2.9,1.5,2.5,NaN,NaN,2008
50630101,2008,Новосибирская область,КУЙБЫШЕВ,NaN,Промышленные предприятия,0.4,-1,2.4,4,NaN,NaN,2008
50615152,2008,Новосибирская область,ЛИНЕВО,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2008
50701000,2008,Новосибирская область,НОВОСИБИРСК,NaN,Промышленные предприятия,38,21.7,14.76,24.6,NaN,NaN,2008
52701000,2008,Омская область,ОМСК,NaN,Промышленные предприятия,57.2,44.5,28.02,46.7,NaN,NaN,2008
53714000,2008,Оренбургская область,КУВАНДЫК,NaN,Промышленные предприятия,0.4,2.4,0.102,0.17,NaN,NaN,2008
53715000,2008,Оренбургская область,МЕДНОГОРСК,NaN,Промышленные предприятия,89.3,2.3,0.3,0.5,NaN,NaN,2008
53720000,2008,Оренбургская область,НОВОТРОИЦК,NaN,Промышленные предприятия,7.4,13.8,7.08,11.8,NaN,NaN,2008
53701000,2008,Оренбургская область,ОРЕНБУРГ,NaN,Промышленные предприятия,22.6,25.5,0.54,0.9,NaN,NaN,2008
53723000,2008,Оренбургская область,ОРСК,NaN,Промышленные предприятия,92.9,20.6,4.8,8,NaN,NaN,2008
54701000,2008,Орловская область,ОРЕЛ,NaN,Промышленные предприятия,0.5,9.4,0.06,0.1,NaN,NaN,2008
56701000,2008,Пензенская область,ПЕНЗА,NaN,Промышленные предприятия,0.7,11.5,0.96,1.6,NaN,NaN,2008
57708000,2008,Пермский край,БЕРЕЗНИКИ,NaN,Промышленные предприятия,0.8,6.1,1.5,2.5,NaN,NaN,2008
57516000,2008,Пермский край,ГУБАХА,NaN,Промышленные предприятия,1.2,2.6,0.66,1.1,NaN,NaN,2008
57701000,2008,Пермский край,ПЕРМЬ,NaN,Промышленные предприятия,3.5,30.6,1.26,2.1,NaN,NaN,2008
57730000,2008,Пермский край,СОЛИКАМСК,NaN,Промышленные предприятия,0.3,3.9,0.42,0.7,NaN,NaN,2008
5705000,2008,Приморский край,АРТЕМ,NaN,Промышленные предприятия,7.5,7.3,8.7,14.5,NaN,NaN,2008
5706000,2008,Приморский край,БОЛЬШОЙ КАМЕНЬ,NaN,Промышленные предприятия,2.2,0.8,0.42,0.7,NaN,NaN,2008
5701000,2008,Приморский край,ВЛАДИВОСТОК,NaN,Промышленные предприятия,24.3,18.3,12.3,20.5,NaN,NaN,2008
5707000,2008,Приморский край,ДАЛЬНЕГОРСК,NaN,Промышленные предприятия,2.6,1.5,0.6,1,NaN,NaN,2008
5714000,2008,Приморский край,НАХОДКА,NaN,Промышленные предприятия,4,6,0.96,1.6,NaN,NaN,2008
5717000,2008,Приморский край,ПАРТИЗАНСК,NaN,Промышленные предприятия,2.4,3.1,2.52,4.2,NaN,NaN,2008
5720000,2008,Приморский край,СПАССК-ДАЛЬНИЙ,NaN,Промышленные предприятия,0.7,1.8,3.9,6.5,NaN,NaN,2008
5723000,2008,Приморский край,УССУРИЙСК,NaN,Промышленные предприятия,4.6,6.5,2.52,4.2,NaN,NaN,2008
58710000,2008,Псковская область,ВЕЛИКИЕ ЛУКИ,NaN,Промышленные предприятия,0.6,2.8,0.3,0.5,NaN,NaN,2008
58701000,2008,Псковская область,ПСКОВ,NaN,Промышленные предприятия,0.6,7.1,0.36,0.6,NaN,NaN,2008
80615101,2008,Республика Башкортостан,БЛАГОВЕЩЕНСК,NaN,Промышленные предприятия,2.8,2.4,0.06,0.1,NaN,NaN,2008
80739000,2008,Республика Башкортостан,САЛАВАТ,NaN,Промышленные предприятия,4.6,7,0.66,1.1,NaN,NaN,2008
80745000,2008,Республика Башкортостан,СТЕРЛИТАМАК,NaN,Промышленные предприятия,4.9,6.5,3.12,5.2,NaN,NaN,2008
80651101,2008,Республика Башкортостан,ТУЙМАЗЫ,NaN,Промышленные предприятия,0.5,7.4,0.24,0.4,NaN,NaN,2008
80701000,2008,Республика Башкортостан,УФА,NaN,Промышленные предприятия,33.6,28.6,1.26,2.1,NaN,NaN,2008
81648101,2008,Республика Бурятия,ГУСИНООЗЕРСК,NaN,Промышленные предприятия,10.2,8,5.1,8.5,NaN,NaN,2008
81633101,2008,Республика Бурятия,КЯХТА,NaN,Промышленные предприятия,0.9,0.7,0.96,1.6,NaN,NaN,2008
81636442,2008,Республика Бурятия,САГАН-НУР,NaN,Промышленные предприятия,0.5,1.3,0.9,1.5,NaN,NaN,2008
81624163,2008,Республика Бурятия,СЕЛЕНГИНСК,NaN,Промышленные предприятия,0.9,0.8,1.02,1.7,NaN,NaN,2008
81701000,2008,Республика Бурятия,УЛАН-УДЭ,NaN,Промышленные предприятия,9.7,9.9,7.8,13,NaN,NaN,2008
82701000,2008,Республика Дагестан,МАХАЧКАЛА,NaN,Промышленные предприятия,0.4,5.7,0.6,1,NaN,NaN,2008
86615101,2008,Республика Карелия,КОНДОПОГА,NaN,Промышленные предприятия,9.4,1.6,2.16,3.6,NaN,NaN,2008
86645160,2008,Республика Карелия,НАДВОИЦЫ,NaN,Промышленные предприятия,1.1,0.1,1.86,3.1,NaN,NaN,2008
86701000,2008,Республика Карелия,ПЕТРОЗАВОДСК,NaN,Промышленные предприятия,0.8,1.1,0.6,1,NaN,NaN,2008
86645101,2008,Республика Карелия,СЕГЕЖА,NaN,Промышленные предприятия,7.2,1,3.84,6.4,NaN,NaN,2008
87710000,2008,Республика Коми,ВОРКУТА,NaN,Промышленные предприятия,25.8,8.6,20.28,33.8,NaN,NaN,2008
87626122,2008,Республика Коми,СОСНОГОРСК,NaN,Промышленные предприятия,0.5,3.7,1.02,1.7,NaN,NaN,2008
87701000,2008,Республика Коми,СЫКТЫВКАР,NaN,Промышленные предприятия,1.1,9.2,1.92,3.2,NaN,NaN,2008
87725000,2008,Республика Коми,УХТА,NaN,Промышленные предприятия,0.7,6.4,0.96,1.6,NaN,NaN,2008
89701000,2008,Республика Мордовия,САРАНСК,NaN,Промышленные предприятия,0.8,9,0.12,0.2,NaN,NaN,2008
98631101,2008,Республика Саха (Якутия),МИРНЫЙ,NaN,Промышленные предприятия,0.3,0.8,1.44,2.4,NaN,NaN,2008
98660101,2008,Республика Саха (Якутия),НЕРЮНГРИ,NaN,Промышленные предприятия,2.9,8.1,6.18,10.3,NaN,NaN,2008
98660158,2008,Республика Саха (Якутия),СЕРЕБРЯНЫЙ БОР,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2008
98639151,2008,Республика Саха (Якутия),УСТЬ-НЕРА,NaN,Промышленные предприятия,0.3,0.8,1.44,2.4,NaN,NaN,2008
98701000,2008,Республика Саха (Якутия),ЯКУТСК,NaN,Промышленные предприятия,0.1,3.4,0.3,0.5,NaN,NaN,2008
90701000,2008,Республика Северная Осетия — Алания,ВЛАДИКАВКАЗ,NaN,Промышленные предприятия,1.5,7.1,0.48,0.8,NaN,NaN,2008
92701000,2008,Республика Татарстан,КАЗАНЬ,NaN,Промышленные предприятия,1.4,25.3,1.5,2.5,NaN,NaN,2008
92730000,2008,Республика Татарстан,НАБЕРЕЖНЫЕ ЧЕЛНЫ,NaN,Промышленные предприятия,0.8,3.3,1.5,2.5,NaN,NaN,2008
92644101,2008,Республика Татарстан,НИЖНЕКАМСК,NaN,Промышленные предприятия,6.9,12.6,1.26,2.1,NaN,NaN,2008
93701000,2008,Республика Тыва,КЫЗЫЛ,NaN,Промышленные предприятия,1.6,1.5,4.86,8.1,NaN,NaN,2008
95701000,2008,Республика Хакасия,АБАКАН,NaN,Промышленные предприятия,4.7,7.6,1.14,1.9,NaN,NaN,2008
95708000,2008,Республика Хакасия,САЯНОГОРСК,NaN,Промышленные предприятия,9,2.6,3.54,5.9,NaN,NaN,2008
95715000,2008,Республика Хакасия,ЧЕРНОГОРСК,NaN,Промышленные предприятия,1.4,1.6,2.22,3.7,NaN,NaN,2008
60704000,2008,Ростовская область,АЗОВ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2008
60712000,2008,Ростовская область,ВОЛГОДОНСК,NaN,Промышленные предприятия,0.5,5,0.18,0.3,NaN,NaN,2008
60727000,2008,Ростовская область,НОВОЧЕРКАССК,NaN,Промышленные предприятия,46.3,25.1,10.44,17.4,NaN,NaN,2008
60701000,2008,Ростовская область,РОСТОВ-НА-ДОНУ,NaN,Промышленные предприятия,1.9,29.9,1.02,1.7,NaN,NaN,2008
60737000,2008,Ростовская область,ТАГАНРОГ,NaN,Промышленные предприятия,0.4,6.5,0.6,1,NaN,NaN,2008
60657101,2008,Ростовская область,ЦИМЛЯНСК,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2008
60740000,2008,Ростовская область,ШАХТЫ,NaN,Промышленные предприятия,0.7,4.5,0.66,1.1,NaN,NaN,2008
61701000,2008,Рязанская область,РЯЗАНЬ,NaN,Промышленные предприятия,11.4,20.7,0.96,1.6,NaN,NaN,2008
36704000,2008,Самарская область,ЖИГУЛЕВСК,NaN,Промышленные предприятия,0.1,1.4,2.94,4.9,NaN,NaN,2008
36713000,2008,Самарская область,НОВОКУЙБЫШЕВСК,NaN,Промышленные предприятия,6.6,5.8,0.48,0.8,NaN,NaN,2008
36724000,2008,Самарская область,ОТРАДНЫЙ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2008
36701000,2008,Самарская область,САМАРА,NaN,Промышленные предприятия,9.6,37.9,1.38,2.3,NaN,NaN,2008
36735000,2008,Самарская область,СЫЗРАНЬ,NaN,Промышленные предприятия,12.4,4.9,0.78,1.3,NaN,NaN,2008
36740000,2008,Самарская область,ТОЛЬЯТТИ,NaN,Промышленные предприятия,1.6,26.2,2.64,4.4,NaN,NaN,2008
36750000,2008,Самарская область,ЧАПАЕВСК,NaN,Промышленные предприятия,0.12,1.9,0.252,0.42,NaN,NaN,2008
40000000,2008,Санкт-Петербург,САНКТ-ПЕТЕРБУРГ,NaN,Промышленные предприятия,15.8,129.2,2.46,4.1,NaN,NaN,2008
63607101,2008,Саратовская область,БАЛАКОВО,NaN,Промышленные предприятия,5.2,6.6,1.26,2.1,NaN,NaN,2008
0,2008,Саратовская область,БОЛЬШАЯ САКМА,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2008
63632420,2008,Саратовская область,ГОРНЫЙ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2008
63608448,2008,Саратовская область,ОКТЯБРЬСКИЙ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2008
63624440,2008,Саратовская область,РУКОПОЛЬ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2008
63701000,2008,Саратовская область,САРАТОВ,NaN,Промышленные предприятия,12.1,32.1,18.9,31.5,NaN,NaN,2008
63624151,2008,Саратовская область,СМИРНОВСКИЙ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2008
64704000,2008,Сахалинская область,АЛЕКСАНДРОВСК-САХАЛИНСКИЙ,NaN,Промышленные предприятия,0.3,0.4,2.28,3.8,NaN,NaN,2008
64716000,2008,Сахалинская область,КОРСАКОВ,NaN,Промышленные предприятия,0.6,1.8,1.68,2.8,NaN,NaN,2008
7726000,2008,Сахалинская область,НОВОАЛЕКСАНДРОВСК,NaN,Промышленные предприятия,0.2,0.2,0.36,0.6,NaN,NaN,2008
64736000,2008,Сахалинская область,ОХА,NaN,Промышленные предприятия,0.1,1.4,0.3,0.5,NaN,NaN,2008
64740000,2008,Сахалинская область,ПОРОНАЙСК,NaN,Промышленные предприятия,5.7,2.7,6.54,10.9,NaN,NaN,2008
64701000,2008,Сахалинская область,ЮЖНО-САХАЛИНСК,NaN,Промышленные предприятия,7.1,10.7,4.92,8.2,NaN,NaN,2008
65701000,2008,Свердловская область,ЕКАТЕРИНБУРГ,NaN,Промышленные предприятия,3.1,55.9,2.46,4.1,NaN,NaN,2008
65740000,2008,Свердловская область,КАМЕНСК-УРАЛЬСКИЙ,NaN,Промышленные предприятия,8.2,7.8,13.68,22.8,NaN,NaN,2008
65745000,2008,Свердловская область,КРАСНОТУРЬИНСК,NaN,Промышленные предприятия,5.3,6,18.54,30.9,NaN,NaN,2008
65751000,2008,Свердловская область,НИЖНИЙ ТАГИЛ,NaN,Промышленные предприятия,36.1,19.9,10.62,17.7,NaN,NaN,2008
65753000,2008,Свердловская область,ПЕРВОУРАЛЬСК,NaN,Промышленные предприятия,0.4,4.5,1.14,1.9,NaN,NaN,2008
66701000,2008,Смоленская область,СМОЛЕНСК,NaN,Промышленные предприятия,0.3,3.4,4.26,7.1,NaN,NaN,2008
7715000,2008,Ставропольский край,КИСЛОВОДСК,NaN,Промышленные предприятия,0.2,3.5,0.06,0.1,NaN,NaN,2008
7721000,2008,Ставропольский край,МИНЕРАЛЬНЫЕ ВОДЫ,NaN,Промышленные предприятия,0.1,2.4,0.06,0.1,NaN,NaN,2008
7724000,2008,Ставропольский край,НЕВИННОМЫССК,NaN,Промышленные предприятия,0.6,9.9,1.2,2,NaN,NaN,2008
7727000,2008,Ставропольский край,ПЯТИГОРСК,NaN,Промышленные предприятия,0.5,6.3,0.12,0.2,NaN,NaN,2008
7701000,2008,Ставропольский край,СТАВРОПОЛЬ,NaN,Промышленные предприятия,0.7,12.1,0.3,0.5,NaN,NaN,2008
68701000,2008,Тамбовская область,ТАМБОВ,NaN,Промышленные предприятия,0.9,12.4,0.48,0.8,NaN,NaN,2008
28701000,2008,Тверская область,ТВЕРЬ,NaN,Промышленные предприятия,1.6,2.3,0.6,1,NaN,NaN,2008
69701000,2008,Томская область,ТОМСК,NaN,Промышленные предприятия,2.3,13.4,2.7,4.5,NaN,NaN,2008
70724000,2008,Тульская область,НОВОМОСКОВСК,NaN,Промышленные предприятия,1.1,5.7,1.5,2.5,NaN,NaN,2008
70701000,2008,Тульская область,ТУЛА,NaN,Промышленные предприятия,2.1,13.1,2.94,4.9,NaN,NaN,2008
70648408,2008,Тульская область,ЯСНАЯ ПОЛЯНА,NaN,Промышленные предприятия,1.3,4.5,0.48,0.8,NaN,NaN,2008
71710000,2008,Тюменская область,ТОБОЛЬСК,NaN,Промышленные предприятия,0.1,3,0.18,0.3,NaN,NaN,2008
71701000,2008,Тюменская область,ТЮМЕНЬ,NaN,Промышленные предприятия,0.2,5.4,0.66,1.1,NaN,NaN,2008
94701000,2008,Удмуртская Республика,ИЖЕВСК,NaN,Промышленные предприятия,2.1,23.1,2.52,4.2,NaN,NaN,2008
73701000,2008,Ульяновская область,УЛЬЯНОВСК,NaN,Промышленные предприятия,0.4,4,1.02,1.7,NaN,NaN,2008
8709000,2008,Хабаровский край,КОМСОМОЛЬСК-НА-АМУРЕ,NaN,Промышленные предприятия,2.7,9.5,2.34,3.9,NaN,NaN,2008
8631101,2008,Хабаровский край,НИКОЛАЕВСК-НА-АМУРЕ,NaN,Промышленные предприятия,3.4,1.7,0.54,0.9,NaN,NaN,2008
8701000,2008,Хабаровский край,ХАБАРОВСК,NaN,Промышленные предприятия,15.3,27,10.5,17.5,NaN,NaN,2008
8614151,2008,Хабаровский край,ЧЕГДОМЫН,NaN,Промышленные предприятия,0.8,0.2,4.74,7.9,NaN,NaN,2008
71811151,2008,Ханты-Мансийский автономный округ — Югра,БЕЛОЯРСКИЙ,NaN,Промышленные предприятия,0.004,2.7,0.012,0.02,NaN,NaN,2008
71812000,2008,Ханты-Мансийский автономный округ — Югра,БЕРЕЗОВО,NaN,Промышленные предприятия,0.1,5.3,0.18,0.3,NaN,NaN,2008
71874000,2008,Ханты-Мансийский автономный округ — Югра,НЕФТЕЮГАНСК,NaN,Промышленные предприятия,0.05,0.3,0.024,0.04,NaN,NaN,2008
71875000,2008,Ханты-Мансийский автономный округ — Югра,НИЖНЕВАРТОВСК,NaN,Промышленные предприятия,0.5,10.9,1.26,2.1,NaN,NaN,2008
71877000,2008,Ханты-Мансийский автономный округ — Югра,РАДУЖНЫЙ,NaN,Промышленные предприятия,0.006,0.14,0.0024,0.004,NaN,NaN,2008
71876000,2008,Ханты-Мансийский автономный округ — Югра,СУРГУТ,NaN,Промышленные предприятия,0.3,36.7,0.48,0.8,NaN,NaN,2008
71871000,2008,Ханты-Мансийский автономный округ — Югра,ХАНТЫ-МАНСИЙСК,NaN,Промышленные предприятия,0.02,0.15,0.018,0.03,NaN,NaN,2008
75712000,2008,Челябинская область,ЗЛАТОУСТ,NaN,Промышленные предприятия,0.3,1.9,0.84,1.4,NaN,NaN,2008
75715000,2008,Челябинская область,КАРАБАШ,NaN,Промышленные предприятия,14.3,0.1,0.12,0.2,NaN,NaN,2008
75738000,2008,Челябинская область,МАГНИТОГОРСК,NaN,Промышленные предприятия,27.8,21.4,15.48,25.8,NaN,NaN,2008
75701000,2008,Челябинская область,ЧЕЛЯБИНСК,NaN,Промышленные предприятия,11.8,44.3,21.36,35.6,NaN,NaN,2008
97710000,2008,Чувашская Республика,НОВОЧЕБОКСАРСК,NaN,Промышленные предприятия,0.4,2.9,0.018,0.03,NaN,NaN,2008
97701000,2008,Чувашская Республика,ЧЕБОКСАРЫ,NaN,Промышленные предприятия,0.9,9.9,0.06,0.1,NaN,NaN,2008
71951000,2008,Ямало-Ненецкий автономный округ,САЛЕХАРД,NaN,Промышленные предприятия,0.5,2.9,0.12,0.2,NaN,NaN,2008
78705000,2008,Ярославская область,ПЕРЕСЛАВЛЬ-ЗАЛЕССКИЙ,NaN,Промышленные предприятия,0.04,0.1,0.012,0.02,NaN,NaN,2008
78715000,2008,Ярославская область,РЫБИНСК,NaN,Промышленные предприятия,0.3,0.7,0.24,0.4,NaN,NaN,2008
78701000,2008,Ярославская область,ЯРОСЛАВЛЬ,NaN,Промышленные предприятия,12.4,23,1.68,2.8,NaN,NaN,2008
1701000,2009,Алтайский край,БАРНАУЛ,NaN,Промышленные предприятия,14.1,21.3,13.2,22,NaN,NaN,2009
1705000,2009,Алтайский край,БИЙСК,NaN,Промышленные предприятия,8.6,8.6,4.02,6.7,NaN,NaN,2009
1706000,2009,Алтайский край,ЗАРИНСК,NaN,Промышленные предприятия,5.1,3.5,1.68,2.8,NaN,NaN,2009
10701000,2009,Амурская область,БЛАГОВЕЩЕНСК,NaN,Промышленные предприятия,7.1,9.7,4.86,8.1,NaN,NaN,2009
10712000,2009,Амурская область,ЗЕЯ,NaN,Промышленные предприятия,0.4,1,0.24,0.4,NaN,NaN,2009
10732000,2009,Амурская область,ТЫНДА,NaN,Промышленные предприятия,1.1,2.1,1.98,3.3,NaN,NaN,2009
11701000,2009,Архангельская область,АРХАНГЕЛЬСК,NaN,Промышленные предприятия,40.2,12.3,3.84,6.4,NaN,NaN,2009
11708000,2009,Архангельская область,КОРЯЖМА,NaN,Промышленные предприятия,1.3,5.4,2.16,3.6,NaN,NaN,2009
11715000,2009,Архангельская область,НОВОДВИНСК,NaN,Промышленные предприятия,11.7,4.9,6.96,11.6,NaN,NaN,2009
11730000,2009,Архангельская область,СЕВЕРОДВИНСК,NaN,Промышленные предприятия,56.9,10.5,8.28,13.8,NaN,NaN,2009
12630404,2009,Астраханская область,АКСАРАЙСКИЙ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2009
12701000,2009,Астраханская область,АСТРАХАНЬ,NaN,Промышленные предприятия,0.9,13.4,0.6,1,NaN,NaN,2009
12630412,2009,Астраханская область,БУЗАН,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2009
12630406,2009,Астраханская область,ДОСАНГ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2009
12630406,2009,Астраханская область,КОМСОМОЛЬСКИЙ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2009
12640101,2009,Астраханская область,НАРИМАНОВ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2009
12630444,2009,Астраханская область,СЕИТОВКА,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2009
14701000,2009,Белгородская область,БЕЛГОРОД,NaN,Промышленные предприятия,0.6,12.7,1.08,1.8,NaN,NaN,2009
14730000,2009,Белгородская область,ГУБКИН,NaN,Промышленные предприятия,9.5,4.8,4.38,7.3,NaN,NaN,2009
14740000,2009,Белгородская область,СТАРЫЙ ОСКОЛ,NaN,Промышленные предприятия,2.3,13.6,6.84,11.4,NaN,NaN,2009
15701000,2009,Брянская область,БРЯНСК,NaN,Промышленные предприятия,1.1,10.5,1.74,2.9,NaN,NaN,2009
17701000,2009,Владимирская область,ВЛАДИМИР,NaN,Промышленные предприятия,0.4,4.2,0.24,0.4,NaN,NaN,2009
18701000,2009,Волгоградская область,ВОЛГОГРАД,NaN,Промышленные предприятия,3.8,24.8,3.96,6.6,NaN,NaN,2009
18710000,2009,Волгоградская область,ВОЛЖСКИЙ,NaN,Промышленные предприятия,3.7,10,0.54,0.9,NaN,NaN,2009
19701000,2009,Вологодская область,ВОЛОГДА,NaN,Промышленные предприятия,0.6,8.1,0.42,0.7,NaN,NaN,2009
19730000,2009,Вологодская область,ЧЕРЕПОВЕЦ,NaN,Промышленные предприятия,29.6,25.7,19.38,32.3,NaN,NaN,2009
20701000,2009,Воронежская область,ВОРОНЕЖ,NaN,Промышленные предприятия,2.7,25.5,1.14,1.9,NaN,NaN,2009
99701000,2009,Еврейская автономная область,БИРОБИДЖАН,NaN,Промышленные предприятия,1.7,2,2.58,4.3,NaN,NaN,2009
76621101,2009,Забайкальский край,КРАСНОКАМЕНСК,NaN,Промышленные предприятия,7.4,2.7,3.36,5.6,NaN,NaN,2009
76628101,2009,Забайкальский край,НЕРЧИНСК,NaN,Промышленные предприятия,0.1,0.05,0.12,0.2,NaN,NaN,2009
76515000,2009,Забайкальский край,НОВАЯ ЧАРА,NaN,Промышленные предприятия,0.2,0.2,0.3,0.5,NaN,NaN,2009
76715000,2009,Забайкальский край,ПЕТРОВСК-ЗАБАЙКАЛЬСКИЙ,NaN,Промышленные предприятия,0.4,0.2,0.42,0.7,NaN,NaN,2009
76701000,2009,Забайкальский край,ЧИТА,NaN,Промышленные предприятия,4.5,7.9,7.86,13.1,NaN,NaN,2009
24701000,2009,Ивановская область,ИВАНОВО,NaN,Промышленные предприятия,1.6,14.4,1.08,1.8,NaN,NaN,2009
24620106,2009,Ивановская область,ПРИВОЛЖСК,NaN,Промышленные предприятия,0.5,0.1,0.024,0.04,NaN,NaN,2009
25703000,2009,Иркутская область,АНГАРСК,NaN,Промышленные предприятия,95.3,65.7,19.56,32.6,NaN,NaN,2009
25634108,2009,Иркутская область,БАЙКАЛЬСК,NaN,Промышленные предприятия,1.4,1,1.44,2.4,NaN,NaN,2009
25636105,2009,Иркутская область,БИРЮСИНСК,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2009
25714000,2009,Иркутская область,БРАТСК,NaN,Промышленные предприятия,9.1,8.6,11.64,19.4,NaN,NaN,2009
25604103,2009,Иркутская область,ВИХОРЕВКА,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2009
25720000,2009,Иркутская область,ЗИМА,NaN,Промышленные предприятия,0.3,0.1,0.042,0.07,NaN,NaN,2009
25701000,2009,Иркутская область,ИРКУТСК,NaN,Промышленные предприятия,25.1,11,6.42,10.7,NaN,NaN,2009
25634162,2009,Иркутская область,КУЛТУК,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2009
25612160,2009,Иркутская область,ЛИСТВЯНКА,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2009
25703000,2009,Иркутская область,МЕГЕТ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2009
25726000,2009,Иркутская область,САЯНСК,NaN,Промышленные предприятия,19.6,3.7,2.7,4.5,NaN,NaN,2009
25746000,2009,Иркутская область,СВИРСК,NaN,Промышленные предприятия,0.2,0.1,1.02,1.7,NaN,NaN,2009
25634101,2009,Иркутская область,СЛЮДЯНКА,NaN,Промышленные предприятия,0.5,0.3,0.54,0.9,NaN,NaN,2009
25732000,2009,Иркутская область,ТУЛУН,NaN,Промышленные предприятия,1.1,0.6,1.8,3,NaN,NaN,2009
