stn_code,sampling_date,state,location,agency,type,so2,no2,rspm,spm,location_monitoring_station,pm2_5,date
1701000,2007,Алтайский край,БАРНАУЛ,NaN,Промышленные предприятия,14.7,4.3,14.28,23.8,NaN,NaN,2007
1705000,2007,Алтайский край,БИЙСК,NaN,Промышленные предприятия,7.4,2.9,5.4,9,NaN,NaN,2007
1706000,2007,Алтайский край,ЗАРИНСК,NaN,Промышленные предприятия,4.8,2.4,1.74,2.9,NaN,NaN,2007
10701000,2007,Амурская область,БЛАГОВЕЩЕНСК,NaN,Промышленные предприятия,3.8,4,7.38,12.3,NaN,NaN,2007
10712000,2007,Амурская область,ЗЕЯ,NaN,Промышленные предприятия,0.3,0.2,0.24,0.4,NaN,NaN,2007
10732000,2007,Амурская область,ТЫНДА,NaN,Промышленные предприятия,1.1,0.6,1.98,3.3,NaN,NaN,2007
11701000,2007,Архангельская область,АРХАНГЕЛЬСК,NaN,Промышленные предприятия,32.9,5.4,4.44,7.4,NaN,NaN,2007
11708000,2007,Архангельская область,КОРЯЖМА,NaN,Промышленные предприятия,1.1,4.6,1.74,2.9,NaN,NaN,2007
11715000,2007,Архангельская область,НОВОДВИНСК,NaN,Промышленные предприятия,11,4.3,8.46,14.1,NaN,NaN,2007
11730000,2007,Архангельская область,СЕВЕРОДВИНСК,NaN,Промышленные предприятия,44.8,6.6,8.88,14.8,NaN,NaN,2007
12630404,2007,Астраханская область,АКСАРАЙСКИЙ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
12701000,2007,Астраханская область,АСТРАХАНЬ,NaN,Промышленные предприятия,0.4,3.2,0.72,1.2,NaN,NaN,2007
12630408,2007,Астраханская область,БАЙБЕК,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
12630412,2007,Астраханская область,БУЗАН,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
12630406,2007,Астраханская область,ДОСАНГ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
12630406,2007,Астраханская область,КОМСОМОЛЬСКИЙ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
12640101,2007,Астраханская область,НАРИМАНОВ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
12630444,2007,Астраханская область,СЕИТОВКА,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
14701000,2007,Белгородская область,БЕЛГОРОД,NaN,Промышленные предприятия,0.04,3.6,1.98,3.3,NaN,NaN,2007
14730000,2007,Белгородская область,ГУБКИН,NaN,Промышленные предприятия,8.2,1.7,5.16,8.6,NaN,NaN,2007
14740000,2007,Белгородская область,СТАРЫЙ ОСКОЛ,NaN,Промышленные предприятия,2.5,7,9.24,15.4,NaN,NaN,2007
15701000,2007,Брянская область,БРЯНСК,NaN,Промышленные предприятия,0.5,1.6,1.56,2.6,NaN,NaN,2007
17701000,2007,Владимирская область,ВЛАДИМИР,NaN,Промышленные предприятия,0.9,1.6,0.24,0.4,NaN,NaN,2007
18701000,2007,Волгоградская область,ВОЛГОГРАД,NaN,Промышленные предприятия,3.9,10.6,4.86,8.1,NaN,NaN,2007
18710000,2007,Волгоградская область,ВОЛЖСКИЙ,NaN,Промышленные предприятия,5.1,6.8,1.08,1.8,NaN,NaN,2007
19701000,2007,Вологодская область,ВОЛОГДА,NaN,Промышленные предприятия,0.3,1.1,0.6,1,NaN,NaN,2007
19730000,2007,Вологодская область,ЧЕРЕПОВЕЦ,NaN,Промышленные предприятия,28.8,20.9,21.66,36.1,NaN,NaN,2007
20701000,2007,Воронежская область,ВОРОНЕЖ,NaN,Промышленные предприятия,1.7,3.5,0.96,1.6,NaN,NaN,2007
99701000,2007,Еврейская автономная область,БИРОБИДЖАН,NaN,Промышленные предприятия,1.9,0.8,2.76,4.6,NaN,NaN,2007
76621101,2007,Забайкальский край,КРАСНОКАМЕНСК,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
76628101,2007,Забайкальский край,НЕРЧИНСК,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
76515000,2007,Забайкальский край,НОВАЯ ЧАРА,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
76715000,2007,Забайкальский край,ПЕТРОВСК-ЗАБАЙКАЛЬСКИЙ,NaN,Промышленные предприятия,0.4,0.1,0.3,0.5,NaN,NaN,2007
76701000,2007,Забайкальский край,ЧИТА,NaN,Промышленные предприятия,3.2,6.9,7.44,12.4,NaN,NaN,2007
24701000,2007,Ивановская область,ИВАНОВО,NaN,Промышленные предприятия,1.4,6.4,1.32,2.2,NaN,NaN,2007
24620104,2007,Ивановская область,ПЛЕС,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
24620106,2007,Ивановская область,ПРИВОЛЖСК,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
25703000,2007,Иркутская область,АНГАРСК,NaN,Промышленные предприятия,67.2,24,14.94,24.9,NaN,NaN,2007
25634108,2007,Иркутская область,БАЙКАЛЬСК,NaN,Промышленные предприятия,1.8,1.5,1.5,2.5,NaN,NaN,2007
25636105,2007,Иркутская область,БИРЮСИНСК,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
25714000,2007,Иркутская область,БРАТСК,NaN,Промышленные предприятия,7.3,7.3,11.46,19.1,NaN,NaN,2007
25604103,2007,Иркутская область,ВИХОРЕВКА,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
25720000,2007,Иркутская область,ЗИМА,NaN,Промышленные предприятия,0.1,0.01,0.048,0.08,NaN,NaN,2007
25701000,2007,Иркутская область,ИРКУТСК,NaN,Промышленные предприятия,23.4,8.5,4.86,8.1,NaN,NaN,2007
25634162,2007,Иркутская область,КУЛТУК,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
25612160,2007,Иркутская область,ЛИСТВЯНКА,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
25703000,2007,Иркутская область,МЕГЕТ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
25726000,2007,Иркутская область,САЯНСК,NaN,Промышленные предприятия,12.3,2.5,2.22,3.7,NaN,NaN,2007
25746000,2007,Иркутская область,СВИРСК,NaN,Промышленные предприятия,0.2,0.1,1.14,1.9,NaN,NaN,2007
25634101,2007,Иркутская область,СЛЮДЯНКА,NaN,Промышленные предприятия,0.3,0.2,0.72,1.2,NaN,NaN,2007
25732000,2007,Иркутская область,ТУЛУН,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
25736000,2007,Иркутская область,УСОЛЬЕ-СИБИРСКОЕ,NaN,Промышленные предприятия,14.6,5,4.74,7.9,NaN,NaN,2007
25738000,2007,Иркутская область,УСТЬ-ИЛИМСК,NaN,Промышленные предприятия,5.9,5.1,10.32,17.2,NaN,NaN,2007
25745000,2007,Иркутская область,ЧЕРЕМХОВО,NaN,Промышленные предприятия,3.3,0.5,1.38,2.3,NaN,NaN,2007
25655101,2007,Иркутская область,ШЕЛЕХОВ,NaN,Промышленные предприятия,4,1.5,7.14,11.9,NaN,NaN,2007
27701000,2007,Калининградская область,КАЛИНИНГРАД,NaN,Промышленные предприятия,1.8,2,1.02,1.7,NaN,NaN,2007
29701000,2007,Калужская область,КАЛУГА,NaN,Промышленные предприятия,0.1,1.3,0.3,0.5,NaN,NaN,2007
30607101,2007,Камчатский край,ЕЛИЗОВО,NaN,Промышленные предприятия,0.9,0.3,1.08,1.8,NaN,NaN,2007
30701000,2007,Камчатский край,ПЕТРОПАВЛОВСК-КАМЧАТСКИЙ,NaN,Промышленные предприятия,14.6,2.1,0.9,1.5,NaN,NaN,2007
91701000,2007,Карачаево-Черкесская Республика,ЧЕРКЕССК,NaN,Промышленные предприятия,0.001,0.2,0.12,0.2,NaN,NaN,2007
32701000,2007,Кемеровская область,КЕМЕРОВО,NaN,Промышленные предприятия,14.6,15.7,6.06,10.1,NaN,NaN,2007
32731000,2007,Кемеровская область,НОВОКУЗНЕЦК,NaN,Промышленные предприятия,38.2,19.4,30.66,51.1,NaN,NaN,2007
32737000,2007,Кемеровская область,ПРОКОПЬЕВСК,NaN,Промышленные предприятия,4.1,1.8,6.24,10.4,NaN,NaN,2007
33701000,2007,Кировская область,КИРОВ,NaN,Промышленные предприятия,6.4,6.8,3.72,6.2,NaN,NaN,2007
33707000,2007,Кировская область,КИРОВО-ЧЕПЕЦК,NaN,Промышленные предприятия,1,1.3,1.56,2.6,NaN,NaN,2007
34706000,2007,Костромская область,ВОЛГОРЕЧЕНСК,NaN,Промышленные предприятия,0.7,11.8,0.003,0.005,NaN,NaN,2007
34701000,2007,Костромская область,КОСТРОМА,NaN,Промышленные предприятия,0.7,1.5,1.32,2.2,NaN,NaN,2007
3608101,2007,Краснодарский край,БЕЛОРЕЧЕНСК,NaN,Промышленные предприятия,0.5,0.2,0.06,0.1,NaN,NaN,2007
3701000,2007,Краснодарский край,КРАСНОДАР,NaN,Промышленные предприятия,0.7,2.7,0.12,0.2,NaN,NaN,2007
3720000,2007,Краснодарский край,НОВОРОССИЙСК,NaN,Промышленные предприятия,0.8,8.3,2.94,4.9,NaN,NaN,2007
3726000,2007,Краснодарский край,СОЧИ,NaN,Промышленные предприятия,0.2,0.6,0.24,0.4,NaN,NaN,2007
4703000,2007,Красноярский край,АЧИНСК,NaN,Промышленные предприятия,4.6,10.9,17.88,29.8,NaN,NaN,2007
4720000,2007,Красноярский край,КАНСК,NaN,Промышленные предприятия,1.3,0.5,2.76,4.6,NaN,NaN,2007
4701000,2007,Красноярский край,КРАСНОЯРСК,NaN,Промышленные предприятия,27.8,14.9,22.32,37.2,NaN,NaN,2007
4722000,2007,Красноярский край,ЛЕСОСИБИРСК,NaN,Промышленные предприятия,1,1.1,2.64,4.4,NaN,NaN,2007
4723000,2007,Красноярский край,МИНУСИНСК,NaN,Промышленные предприятия,1.3,1.5,0.66,1.1,NaN,NaN,2007
4726000,2007,Красноярский край,НАЗАРОВО,NaN,Промышленные предприятия,19.5,11.5,8.7,14.5,NaN,NaN,2007
4729000,2007,Красноярский край,НОРИЛЬСК,NaN,Промышленные предприятия,1938.9,9.2,6.48,10.8,NaN,NaN,2007
4659151,2007,Красноярский край,ШУШЕНСКОЕ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
37701000,2007,Курганская область,КУРГАН,NaN,Промышленные предприятия,2.7,5.7,1.38,2.3,NaN,NaN,2007
38701000,2007,Курская область,КУРСК,NaN,Промышленные предприятия,0.7,1.6,0.54,0.9,NaN,NaN,2007
41606101,2007,Ленинградская область,ВОЛОСОВО,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
41609101,2007,Ленинградская область,ВОЛХОВ,NaN,Промышленные предприятия,0.5,0.3,1.08,1.8,NaN,NaN,2007
41615101,2007,Ленинградская область,ВЫБОРГ,NaN,Промышленные предприятия,0.5,0.3,0.42,0.7,NaN,NaN,2007
41621101,2007,Ленинградская область,КИНГИСЕПП,NaN,Промышленные предприятия,2.1,0.9,0.48,0.8,NaN,NaN,2007
41624101,2007,Ленинградская область,КИРИШИ,NaN,Промышленные предприятия,23.9,4.4,0.12,0.2,NaN,NaN,2007
41633101,2007,Ленинградская область,ЛУГА,NaN,Промышленные предприятия,1.7,0.2,0.36,0.6,NaN,NaN,2007
41615114,2007,Ленинградская область,СВЕТОГОРСК,NaN,Промышленные предприятия,0.2,1,0.18,0.3,NaN,NaN,2007
42701000,2007,Липецкая область,ЛИПЕЦК,NaN,Промышленные предприятия,19.3,19.1,17.22,28.7,NaN,NaN,2007
44701000,2007,Магаданская область,МАГАДАН,NaN,Промышленные предприятия,2.1,0.7,1.62,2.7,NaN,NaN,2007
45000000,2007,Москва,МОСКВА,NaN,Промышленные предприятия,24.5,44.6,1.02,1.7,NaN,NaN,2007
46710000,2007,Московская область,ВОСКРЕСЕНСК,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
46711000,2007,Московская область,ДЗЕРЖИНСКИЙ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
46737000,2007,Московская область,КЛИН,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
46738000,2007,Московская область,КОЛОМНА,NaN,Промышленные предприятия,0,0.02,0.084,0.14,NaN,NaN,2007
46746000,2007,Московская область,МЫТИЩИ,NaN,Промышленные предприятия,0.01,0.68,0.042,0.07,NaN,NaN,2007
46760000,2007,Московская область,ПОДОЛЬСК,NaN,Промышленные предприятия,0,0.11,0.054,0.09,NaN,NaN,2007
0,2007,Московская область,ПРИОКСКО-ТЕРРАСНЫЙ БИОСФЕРНЫЙ ЗАПОВЕДНИК,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
46770000,2007,Московская область,СЕРПУХОВ,NaN,Промышленные предприятия,0.06,0.08,0.264,0.44,NaN,NaN,2007
46788000,2007,Московская область,ЩЕЛКОВО,NaN,Промышленные предприятия,0.03,0.3,0.054,0.09,NaN,NaN,2007
46790000,2007,Московская область,ЭЛЕКТРОСТАЛЬ,NaN,Промышленные предприятия,0.5,1.26,0.84,1.4,NaN,NaN,2007
47519000,2007,Мурманская область,АПАТИТЫ,NaN,Промышленные предприятия,6.6,2.4,2.64,4.4,NaN,NaN,2007
47515000,2007,Мурманская область,ЗАПОЛЯРНЫЙ,NaN,Промышленные предприятия,50.8,0.3,2.7,4.5,NaN,NaN,2007
47608101,2007,Мурманская область,КАНДАЛАКША,NaN,Промышленные предприятия,5.9,0.6,1.08,1.8,NaN,NaN,2007
47522000,2007,Мурманская область,КИРОВСК,NaN,Промышленные предприятия,7,2.8,1.26,2.1,NaN,NaN,2007
47605101,2007,Мурманская область,КОЛА,NaN,Промышленные предприятия,1.2,0.1,0.03,0.05,NaN,NaN,2007
47524000,2007,Мурманская область,МОНЧЕГОРСК,NaN,Промышленные предприятия,40.7,0.7,3.78,6.3,NaN,NaN,2007
47701000,2007,Мурманская область,МУРМАНСК,NaN,Промышленные предприятия,24.2,2.9,0.96,1.6,NaN,NaN,2007
47515000,2007,Мурманская область,НИКЕЛЬ,NaN,Промышленные предприятия,57.6,0.02,1.44,2.4,NaN,NaN,2007
47526000,2007,Мурманская область,ОЛЕНЕГОРСК,NaN,Промышленные предприятия,6.2,1.6,2.52,4.2,NaN,NaN,2007
47730000,2007,Мурманская область,СЕВЕРОМОРСК,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
22703000,2007,Нижегородская область,АРЗАМАС,NaN,Промышленные предприятия,0.1,0.3,0.12,0.2,NaN,NaN,2007
22505000,2007,Нижегородская область,БАЛАХНА,NaN,Промышленные предприятия,0.7,0.6,0.024,0.04,NaN,NaN,2007
22721000,2007,Нижегородская область,ДЗЕРЖИНСК,NaN,Промышленные предприятия,3.8,5.4,0.42,0.7,NaN,NaN,2007
22701000,2007,Нижегородская область,ЗЕЛЕНЫЙ ГОРОД,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
22537000,2007,Нижегородская область,КСТОВО,NaN,Промышленные предприятия,5.9,0.9,0.036,0.06,NaN,NaN,2007
22701000,2007,Нижегородская область,НИЖНИЙ НОВГОРОД,NaN,Промышленные предприятия,14.9,10.8,0.84,1.4,NaN,NaN,2007
0,2007,Нижегородская область,ПОС. КРАСНОАРМЕЙСКИЙ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
49606101,2007,Новгородская область,БОРОВИЧИ,NaN,Промышленные предприятия,0.2,0.7,1.5,2.5,NaN,NaN,2007
49701000,2007,Новгородская область,ВЕЛИКИЙ НОВГОРОД,NaN,Промышленные предприятия,0.2,3.7,0.96,1.6,NaN,NaN,2007
49639101,2007,Новгородская область,СТАРАЯ РУССА,NaN,Промышленные предприятия,0.02,0.1,0.054,0.09,NaN,NaN,2007
50708000,2007,Новосибирская область,БЕРДСК,NaN,Промышленные предприятия,0.7,0.5,1.8,3,NaN,NaN,2007
50712000,2007,Новосибирская область,ИСКИТИМ,NaN,Промышленные предприятия,0.2,2.8,1.56,2.6,NaN,NaN,2007
50630101,2007,Новосибирская область,КУЙБЫШЕВ,NaN,Промышленные предприятия,0.8,0.7,3,5,NaN,NaN,2007
50615152,2007,Новосибирская область,ЛИНЕВО,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
50701000,2007,Новосибирская область,НОВОСИБИРСК,NaN,Промышленные предприятия,38.5,24.5,14.1,23.5,NaN,NaN,2007
52701000,2007,Омская область,ОМСК,NaN,Промышленные предприятия,56,21.9,26.16,43.6,NaN,NaN,2007
53714000,2007,Оренбургская область,КУВАНДЫК,NaN,Промышленные предприятия,0.3,0.1,0.12,0.2,NaN,NaN,2007
53715000,2007,Оренбургская область,МЕДНОГОРСК,NaN,Промышленные предприятия,119.8,0.1,0.42,0.7,NaN,NaN,2007
53720000,2007,Оренбургская область,НОВОТРОИЦК,NaN,Промышленные предприятия,7.4,7.6,7.02,11.7,NaN,NaN,2007
53701000,2007,Оренбургская область,ОРЕНБУРГ,NaN,Промышленные предприятия,21.3,7.7,0.3,0.5,NaN,NaN,2007
53723000,2007,Оренбургская область,ОРСК,NaN,Промышленные предприятия,89.9,3.2,5.28,8.8,NaN,NaN,2007
54701000,2007,Орловская область,ОРЕЛ,NaN,Промышленные предприятия,0.4,2,0.24,0.4,NaN,NaN,2007
56701000,2007,Пензенская область,ПЕНЗА,NaN,Промышленные предприятия,2.3,3.6,3.42,5.7,NaN,NaN,2007
57708000,2007,Пермский край,БЕРЕЗНИКИ,NaN,Промышленные предприятия,0.6,3,1.44,2.4,NaN,NaN,2007
57516000,2007,Пермский край,ГУБАХА,NaN,Промышленные предприятия,1.8,2.9,0.78,1.3,NaN,NaN,2007
57701000,2007,Пермский край,ПЕРМЬ,NaN,Промышленные предприятия,3.8,10.7,0.06,0.1,NaN,NaN,2007
57730000,2007,Пермский край,СОЛИКАМСК,NaN,Промышленные предприятия,0.4,2,0.48,0.8,NaN,NaN,2007
5705000,2007,Приморский край,АРТЕМ,NaN,Промышленные предприятия,0.4,4.5,10.92,18.2,NaN,NaN,2007
5706000,2007,Приморский край,БОЛЬШОЙ КАМЕНЬ,NaN,Промышленные предприятия,2,0.6,0.78,1.3,NaN,NaN,2007
5701000,2007,Приморский край,ВЛАДИВОСТОК,NaN,Промышленные предприятия,25.2,5.3,13.08,21.8,NaN,NaN,2007
5707000,2007,Приморский край,ДАЛЬНЕГОРСК,NaN,Промышленные предприятия,2.8,0.3,0.3,0.5,NaN,NaN,2007
5714000,2007,Приморский край,НАХОДКА,NaN,Промышленные предприятия,4,0.8,1.02,1.7,NaN,NaN,2007
5717000,2007,Приморский край,ПАРТИЗАНСК,NaN,Промышленные предприятия,0.4,1.6,3.06,5.1,NaN,NaN,2007
5720000,2007,Приморский край,СПАССК-ДАЛЬНИЙ,NaN,Промышленные предприятия,0.9,0.4,0.96,1.6,NaN,NaN,2007
5723000,2007,Приморский край,УССУРИЙСК,NaN,Промышленные предприятия,4.8,1.1,2.16,3.6,NaN,NaN,2007
58710000,2007,Псковская область,ВЕЛИКИЕ ЛУКИ,NaN,Промышленные предприятия,0.4,0.3,0.9,1.5,NaN,NaN,2007
58701000,2007,Псковская область,ПСКОВ,NaN,Промышленные предприятия,0.2,0.5,0.24,0.4,NaN,NaN,2007
80615101,2007,Республика Башкортостан,БЛАГОВЕЩЕНСК,NaN,Промышленные предприятия,0.9,0.9,0.048,0.08,NaN,NaN,2007
80739000,2007,Республика Башкортостан,САЛАВАТ,NaN,Промышленные предприятия,4.8,5.7,0.72,1.2,NaN,NaN,2007
80745000,2007,Республика Башкортостан,СТЕРЛИТАМАК,NaN,Промышленные предприятия,7.2,4.4,3.18,5.3,NaN,NaN,2007
80651101,2007,Республика Башкортостан,ТУЙМАЗЫ,NaN,Промышленные предприятия,0.4,0.3,0.24,0.4,NaN,NaN,2007
80701000,2007,Республика Башкортостан,УФА,NaN,Промышленные предприятия,42.5,12.5,-0.6,-1,NaN,NaN,2007
81648101,2007,Республика Бурятия,ГУСИНООЗЕРСК,NaN,Промышленные предприятия,10.2,5.7,4.32,7.2,NaN,NaN,2007
81633101,2007,Республика Бурятия,КЯХТА,NaN,Промышленные предприятия,0.7,0.2,0.96,1.6,NaN,NaN,2007
81636442,2007,Республика Бурятия,САГАН-НУР,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
81624163,2007,Республика Бурятия,СЕЛЕНГИНСК,NaN,Промышленные предприятия,0.9,0.2,0.78,1.3,NaN,NaN,2007
81701000,2007,Республика Бурятия,УЛАН-УДЭ,NaN,Промышленные предприятия,8.2,2.6,7.44,12.4,NaN,NaN,2007
82701000,2007,Республика Дагестан,МАХАЧКАЛА,NaN,Промышленные предприятия,0.09,0.6,0.48,0.8,NaN,NaN,2007
86615101,2007,Республика Карелия,КОНДОПОГА,NaN,Промышленные предприятия,11.1,1.6,2.22,3.7,NaN,NaN,2007
86645160,2007,Республика Карелия,НАДВОИЦЫ,NaN,Промышленные предприятия,1.1,0.09,1.32,2.2,NaN,NaN,2007
86701000,2007,Республика Карелия,ПЕТРОЗАВОДСК,NaN,Промышленные предприятия,1.8,0.7,0.6,1,NaN,NaN,2007
86645101,2007,Республика Карелия,СЕГЕЖА,NaN,Промышленные предприятия,8.3,1,3.48,5.8,NaN,NaN,2007
87710000,2007,Республика Коми,ВОРКУТА,NaN,Промышленные предприятия,31.8,7.4,16.74,27.9,NaN,NaN,2007
87626122,2007,Республика Коми,СОСНОГОРСК,NaN,Промышленные предприятия,0.6,3,1.2,2,NaN,NaN,2007
87701000,2007,Республика Коми,СЫКТЫВКАР,NaN,Промышленные предприятия,0.8,3.6,1.68,2.8,NaN,NaN,2007
87725000,2007,Республика Коми,УХТА,NaN,Промышленные предприятия,0.3,2.9,0.54,0.9,NaN,NaN,2007
89701000,2007,Республика Мордовия,САРАНСК,NaN,Промышленные предприятия,1.6,1.8,0.42,0.7,NaN,NaN,2007
98631101,2007,Республика Саха (Якутия),МИРНЫЙ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
98644157,2007,Республика Саха (Якутия),МОХСОГОЛЛОХ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
98660101,2007,Республика Саха (Якутия),НЕРЮНГРИ,NaN,Промышленные предприятия,2.6,8,5.94,9.9,NaN,NaN,2007
98660158,2007,Республика Саха (Якутия),СЕРЕБРЯНЫЙ БОР,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
98639151,2007,Республика Саха (Якутия),УСТЬ-НЕРА,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
98701000,2007,Республика Саха (Якутия),ЯКУТСК,NaN,Промышленные предприятия,1,6.3,0.6,1,NaN,NaN,2007
90701000,2007,Республика Северная Осетия — Алания,ВЛАДИКАВКАЗ,NaN,Промышленные предприятия,1.2,0.7,0.6,1,NaN,NaN,2007
92701000,2007,Республика Татарстан,КАЗАНЬ,NaN,Промышленные предприятия,1.9,5.8,1.14,1.9,NaN,NaN,2007
92730000,2007,Республика Татарстан,НАБЕРЕЖНЫЕ ЧЕЛНЫ,NaN,Промышленные предприятия,4.3,4.5,1.44,2.4,NaN,NaN,2007
92644101,2007,Республика Татарстан,НИЖНЕКАМСК,NaN,Промышленные предприятия,16.7,12.6,1.38,2.3,NaN,NaN,2007
93701000,2007,Республика Тыва,КЫЗЫЛ,NaN,Промышленные предприятия,1.4,0.3,1.74,2.9,NaN,NaN,2007
95701000,2007,Республика Хакасия,АБАКАН,NaN,Промышленные предприятия,4.3,4,1.44,2.4,NaN,NaN,2007
95708000,2007,Республика Хакасия,САЯНОГОРСК,NaN,Промышленные предприятия,6.6,1.3,4.44,7.4,NaN,NaN,2007
95715000,2007,Республика Хакасия,ЧЕРНОГОРСК,NaN,Промышленные предприятия,1.3,0.3,2.16,3.6,NaN,NaN,2007
60704000,2007,Ростовская область,АЗОВ,NaN,Промышленные предприятия,0.01,0.16,0.06,0.1,NaN,NaN,2007
60606101,2007,Ростовская область,БЕЛАЯ КАЛИТВА,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
60712000,2007,Ростовская область,ВОЛГОДОНСК,NaN,Промышленные предприятия,0.6,1,0.12,0.2,NaN,NaN,2007
60626101,2007,Ростовская область,КРАСНЫЙ СУЛИН,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
60701000,2007,Ростовская область,РОСТОВ-НА-ДОНУ,NaN,Промышленные предприятия,0.5,3.1,0.72,1.2,NaN,NaN,2007
60737000,2007,Ростовская область,ТАГАНРОГ,NaN,Промышленные предприятия,0.1,2,0.6,1,NaN,NaN,2007
60657101,2007,Ростовская область,ЦИМЛЯНСК,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
60740000,2007,Ростовская область,ШАХТЫ,NaN,Промышленные предприятия,0.6,0.3,0.72,1.2,NaN,NaN,2007
61701000,2007,Рязанская область,РЯЗАНЬ,NaN,Промышленные предприятия,10.1,3.4,0.66,1.1,NaN,NaN,2007
36704000,2007,Самарская область,ЖИГУЛЕВСК,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
36713000,2007,Самарская область,НОВОКУЙБЫШЕВСК,NaN,Промышленные предприятия,6.2,2.5,0.48,0.8,NaN,NaN,2007
36724000,2007,Самарская область,ОТРАДНЫЙ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
36701000,2007,Самарская область,САМАРА,NaN,Промышленные предприятия,10,6.7,1.08,1.8,NaN,NaN,2007
36735000,2007,Самарская область,СЫЗРАНЬ,NaN,Промышленные предприятия,13.9,2,0.72,1.2,NaN,NaN,2007
36740000,2007,Самарская область,ТОЛЬЯТТИ,NaN,Промышленные предприятия,3.1,10.5,2.64,4.4,NaN,NaN,2007
36750000,2007,Самарская область,ЧАПАЕВСК,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
40000000,2007,Санкт-Петербург,САНКТ-ПЕТЕРБУРГ,NaN,Промышленные предприятия,15.1,18.4,1.62,2.7,NaN,NaN,2007
63624151,2007,Саратовская область,Б. САКМА,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
63607101,2007,Саратовская область,БАЛАКОВО,NaN,Промышленные предприятия,10.7,2.2,0.66,1.1,NaN,NaN,2007
63632420,2007,Саратовская область,ГОРНЫЙ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
63608448,2007,Саратовская область,ОКТЯБРЬСКИЙ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
63701000,2007,Саратовская область,САРАТОВ,NaN,Промышленные предприятия,4.3,4.4,0.54,0.9,NaN,NaN,2007
64704000,2007,Сахалинская область,АЛЕКСАНДРОВСК-САХАЛИНСКИЙ,NaN,Промышленные предприятия,-1,-1,0.012,0.02,NaN,NaN,2007
64716000,2007,Сахалинская область,КОРСАКОВ,NaN,Промышленные предприятия,1.1,0.5,1.86,3.1,NaN,NaN,2007
7726000,2007,Сахалинская область,НОВОАЛЕКСАНДРОВСК,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
64736000,2007,Сахалинская область,ОХА,NaN,Промышленные предприятия,0.004,0.6,0.024,0.04,NaN,NaN,2007
